event_id,time_s,time_ns,node_id,longitude_deg,latitude_deg,spatial_risk,step_failure_probability,random_value,risk_active,recovery_time_s
353,175992,175992000000000,39,-36.169606004429539,-17.855259345637084,0.29120835468140127,0.00043542117211053781,8.5503099901751799e-05,false,176000
354,176575,176575000000000,38,-38.451649040359477,-15.712490707892908,0.28915078647073178,0.00043234531577402411,0.00024225144888933317,false,176583
355,176611,176611000000000,27,-68.829259904929771,-19.006386878908806,0.66954749911431299,0.0010008390723375464,0.00032201457465510624,true,176619
356,177487,177487000000000,25,-73.492969574592678,-32.027340627219594,0.71371271694678784,0.001066821978097767,0.00081206815524729353,true,177495
357,177979,177979000000000,24,-75.841980417267138,-35.314105486530714,0.56380473085127425,0.00084284149795144016,0.00052011993438586283,true,177987
358,178228,178228000000000,35,-45.291909009665247,-15.014452604873853,0.39878177312082552,0.00059621936834803203,0.00026168186553517082,false,178236
359,178811,178811000000000,45,-17.224146431540209,-7.428131817769505,0.01366147674362558,2.0431181889625352e-05,1.9199448636147502e-05,false,178819
360,182108,182108000000000,38,-64.055186736286473,-44.652023907707402,0.3722500290902413,0.00055656274954951005,0.00013398496151642689,false,182116
361,182605,182605000000000,37,-66.518430055912717,-47.636747823332051,0.24549805728247331,0.00036708667086116933,0.000253095536642678,false,182613
362,183246,183246000000000,37,-65.829988151500402,-9.3981804289250803,0.28537909280126,0.00042670699069599139,0.00017674477695555279,false,183254
363,184320,184320000000000,45,-42.506609880240454,-37.810294171161495,0.44645161808484174,0.00066746685131779623,1.771305773507711e-05,false,184328
364,184320,184320000000000,46,-40.033902671943927,-5.1607468377271779,0.088353152323354209,0.00013212762726760039,0.00011890940944039197,false,184328
365,184668,184668000000000,34,-72.650808392115223,-22.488766492329667,0.70296787609333877,0.0010507695699267462,8.8731296932350332e-05,true,184676
366,184733,184733000000000,34,-72.6430372743324,-18.609267216913384,0.57529205778572723,0.00086000671640123149,0.000678432439713261,true,184741
367,185519,185519000000000,54,-46.918888761084744,-31.559819054612259,0.73486522233868201,0.0010984223113380148,0.00096695222918085385,true,185527
368,185699,185699000000000,54,-46.824970161880593,-20.818868724945773,0.63958845523202701,0.00095607773211080628,0.00062764974556657189,true,185707
369,185964,185964000000000,42,-79.931843879004433,-43.085600143540489,0.24579041562463982,0.00036752374611877665,0.00016684644732253186,false,185972
370,186043,186043000000000,53,-49.223549735035718,-32.937952135304741,0.76806543447179987,0.0011480190426883966,0.00090984352613972816,true,186051
