event_id,time_s,time_ns,node_id,longitude_deg,latitude_deg,spatial_risk,step_failure_probability,random_value,risk_active,recovery_time_s
611,324332,324332000000000,47,-62.046999747238232,-9.3674251474998051,0.29522703668155925,0.00042196694448120252,0.00031100587562872615,false,324340
612,324373,324373000000000,58,-31.692569991291307,-17.258054836900662,0.33412513433581964,0.00047755057876267725,0.00038511820139935845,false,324381
613,325043,325043000000000,7,-6.8421366727547897,-18.952532469866281,0.064755292065484291,9.2569754779007864e-05,8.3430208580913818e-05,false,325051
614,325139,325139000000000,46,-64.332154533206278,-24.880485612521298,0.90578380415905368,0.0012940687351690615,0.0004406327129461813,true,325147
615,325597,325597000000000,56,-36.230977743691312,-25.004709357296957,0.59358538752794421,0.00084822856639996016,0.00037311415132315449,true,325605
616,326418,326418000000000,44,-68.722517667802322,-35.905340767247736,0.61806033838753394,0.00088318761799822281,6.4473136656548007e-05,true,326426
617,326450,326450000000000,44,-68.668051042186121,-37.813653965579974,0.55140379802360884,0.00078797518184982643,0.00066606028437161339,true,326458
618,326497,326497000000000,44,-68.569621530813237,-40.6159084529178,0.44591034890581499,0.00063726942527491195,6.3254966669956471e-05,false,326505
619,326518,326518000000000,44,-68.517596294790266,-41.867726140536917,0.39865290652861479,0.00056975105020533497,0.00054776950598136925,false,326526
620,326781,326781000000000,54,-71.170653084482481,-24.921896267540337,0.62739788742428304,0.00089652468130645309,0.00016452233172502487,true,326789
621,326828,326828000000000,65,-40.685129617907961,-33.166530720177235,0.65933427156276225,0.00094213890077472458,0.00052158420637471491,true,326836
622,328081,328081000000000,51,-77.97570763781745,-4.5488336036286094,0.048241331110650369,6.8963335072655965e-05,5.8262378936301647e-05,false,328089
623,329593,329593000000000,9,-27.726443650219391,-41.259517317764384,0.21989184284142577,0.00031430754598749772,0.00021750550839145339,false,329601
624,330214,330214000000000,58,-56.727515652593539,-6.6846398446191984,0.20456254992673156,0.00029239946655399676,7.6888598500012543e-05,false,330222
625,330274,330274000000000,8,-29.766288719840588,-33.274913064096232,0.41062148684622407,0.0005868514144706775,0.00025137980754650198,false,330282
626,330351,330351000000000,59,-53.784306178113162,-47.496678004674436,0.25836037129563832,0.00036928328257218357,0.0002057824849157494,false,330359
627,330432,330432000000000,8,-29.652010474043333,-23.847747657095638,0.42343940810551917,0.00060516496824122119,7.0175857887738033e-05,false,330440
628,330443,330443000000000,58,-56.766709541633475,-20.354508794553844,0.8089335823220698,0.001155781445889605,0.00059799340655622738,true,330451
629,331077,331077000000000,57,-59.023063986546298,-25.540575777271126,0.9784054340300089,0.0013977487440335438,0.00074200894551767528,true,331085
630,331778,331778000000000,56,-61.167759305514622,-34.722249013084813,0.85074749650516612,0.0012154876624988471,0.0011768027312995327,true,331786
631,331829,331829000000000,56,-61.0855823642666,-37.763768951341596,0.71526438746342902,0.0010220179610507208,0.00046016464375756824,true,331837
632,331956,331956000000000,5,-36.561736786496589,-30.847322695465255,0.60349448580284393,0.00086238247774408927,0.00033919840831152839,true,331964
633,333419,333419000000000,2,-43.692881698249067,-41.480917414781992,0.4223757599910723,0.00060364529801698597,0.00056380804564619294,false,333427
634,334080,334080000000000,1,-45.754180268864872,-34.689405328994411,0.71781627497552702,0.0010256623993294494,0.00058352554248955869,true,334088
635,334121,334121000000000,63,-69.953369144810196,-43.939110920599866,0.2934265791185558,0.00041939409665251717,0.00027666265553464935,false,334129
636,336178,336178000000000,8,-55.034811454584599,-40.080608983528684,0.58970065502847724,0.00084267965569146351,0.00010171253726729373,true,336186
637,336291,336291000000000,8,-54.843157415982347,-33.341856624944342,0.88500181309651915,0.0012643968470284926,0.00089323478420098206,true,336299
638,336932,336932000000000,7,-57.037750710073155,-27.739914943307149,0.99217875176339643,0.0014174113365981091,0.0010346756817802187,true,336940
639,337584,337584000000000,17,-28.894585481272962,-16.037469450831122,0.26269363641079319,0.00037547580312796973,0.00032065344664638791,false,337592
640,337747,337747000000000,5,-62.068566636548006,-44.390301060267959,0.38765397991972028,0.00055403584134979661,0.00048596530712227898,false,337755
641,338125,338125000000000,5,-61.557673669536591,-21.844181476538203,0.86935688018338075,0.0012420589110093594,0.0011730259852459201,true,338133
642,338426,338426000000000,15,-33.540712570237069,-31.088380998806802,0.52685032462247283,0.00075290062762372592,0.00060752386375445967,true,338434
643,338666,338666000000000,4,-63.838511439908743,-22.208362134121327,0.84566726296431982,0.0012082337718782867,0.00044312982172030097,true,338674
644,339371,339371000000000,13,-38.328909294723431,-39.986918095142926,0.40390292118664478,0.00057725215658691509,4.6233183149365271e-05,false,339379
645,339553,339553000000000,13,-38.071902297768041,-29.131725252571005,0.65583612040852557,0.00093714264978324692,0.00023890357690210085,true,339561
